user_id,choice_sat,difficulty,identification,similarity
26323,4.75,1.66666666666667,3.0,3.0
42775,5.0,1.33333333333333,4.5,4.0
41651,4.25,1.5,5.0,5.0
32327,3.0,2.83333333333333,2.25,2.0
99855,5.0,1.83333333333333,5.0,4.0
80934,4.75,2.83333333333333,4.0,4.0
9488,3.0,2.5,3.0,3.5
86840,4.25,2.66666666666667,3.75,3.0
99355,3.75,2.83333333333333,3.75,4.0
76869,5.0,1.33333333333333,5.0,4.0
43978,4.0,2.16666666666667,4.0,4.0
30600,3.5,3.33333333333333,5.0,5.0
89066,4.5,2.0,3.75,3.0
17384,4.5,2.33333333333333,3.75,1.5
56579,3.0,2.5,3.0,3.0
62404,5.0,2.33333333333333,3.75,3.0
66485,4.5,2.33333333333333,4.75,4.0
31561,4.75,2.83333333333333,4.75,4.0
31976,4.0,2.0,3.75,3.0
53265,4.25,2.33333333333333,4.0,3.0
96341,5.0,1.5,3.75,5.0
64074,5.0,2.5,2.25,5.0
752,4.0,2.0,5.0,4.0
73779,4.0,1.66666666666667,5.0,5.0
43778,4.5,2.5,4.75,4.0
9371,3.75,2.66666666666667,3.75,4.0
71238,4.0,2.0,4.0,3.0
58708,4.5,2.5,3.75,4.5
74772,3.5,1.83333333333333,5.0,5.0
6990,3.75,2.83333333333333,4.0,3.0
29112,3.25,3.33333333333333,3.5,4.0
87821,5.0,1.16666666666667,5.0,5.0
45831,5.0,1.33333333333333,3.25,2.5
48507,5.0,2.33333333333333,4.75,2.0
66062,2.5,2.33333333333333,3.75,3.0
12627,5.0,1.33333333333333,3.25,2.0
88865,4.75,2.66666666666667,3.0,3.0
24623,3.5,1.83333333333333,4.0,4.0
57710,4.0,2.66666666666667,4.0,2.0
48826,4.0,3.16666666666667,4.0,4.0
49924,4.5,2.16666666666667,2.5,4.0
66179,3.5,2.33333333333333,2.75,3.0
45608,4.75,2.16666666666667,4.0,4.0
64219,2.75,2.66666666666667,3.5,3.5
87750,3.75,2.66666666666667,3.25,3.0
30719,4.0,2.33333333333333,4.0,3.0
73790,3.0,3.0,3.0,3.0
65793,5.0,2.0,4.5,4.0
45113,5.0,1.66666666666667,3.0,4.0
21293,3.25,2.83333333333333,3.75,3.0
41962,4.0,2.33333333333333,2.0,2.0
38222,4.0,2.33333333333333,4.0,4.0
25813,4.0,2.5,2.75,3.5
1829,4.33333333333333,3.33333333333333,3.5,4.0
39105,5.0,1.83333333333333,4.25,4.0
52966,5.0,1.83333333333333,4.0,4.0
38459,4.0,2.83333333333333,4.0,4.0
30182,2.33333333333333,2.33333333333333,4.5,4.0
72828,3.0,1.83333333333333,4.0,4.0
69532,5.0,2.33333333333333,3.75,4.0
87946,1.33333333333333,3.33333333333333,3.5,4.0
13715,3.66666666666667,2.16666666666667,3.5,4.0
90580,3.25,1.83333333333333,4.25,4.0
70463,4.75,2.0,5.0,5.0
9842,4.25,1.16666666666667,3.25,4.0
28944,5.0,2.16666666666667,4.0,4.0
25670,2.5,2.33333333333333,4.0,3.5
7120,4.0,3.0,3.75,3.0
96863,5.0,1.16666666666667,4.0,3.5
62217,3.0,2.0,3.0,2.0
55827,4.0,2.66666666666667,3.75,3.0
75873,3.25,2.5,4.0,4.0
48358,4.0,2.83333333333333,4.0,4.0
17883,4.25,2.33333333333333,4.0,3.5
87155,3.0,1.66666666666667,4.75,5.0
93874,4.5,2.83333333333333,3.75,4.0
1285,2.75,2.0,3.0,2.5
21158,3.25,1.66666666666667,3.5,1.5
36152,2.25,2.16666666666667,2.75,2.0
66104,4.5,2.5,3.75,3.0
94345,4.5,2.33333333333333,3.25,4.0
88835,4.25,3.16666666666667,3.75,2.5
86851,3.75,2.83333333333333,4.0,3.0
26974,3.5,2.33333333333333,4.0,4.0
93540,4.5,1.33333333333333,3.5,3.0
74152,4.0,1.66666666666667,4.25,5.0
97525,3.0,1.5,2.5,1.0
20998,3.25,2.16666666666667,3.0,3.0
52805,4.5,1.66666666666667,4.5,4.0
2210,3.75,2.5,4.0,2.0
3475,5.0,2.16666666666667,4.0,4.0
2916,4.0,2.66666666666667,4.0,3.5
96572,3.0,2.83333333333333,4.0,3.0
93696,3.25,2.83333333333333,3.75,2.5
29599,3.75,2.0,3.0,5.0
30796,4.25,2.5,4.0,4.0
45600,4.0,1.83333333333333,3.0,2.0
6361,2.5,2.0,3.75,3.0
86626,3.75,2.66666666666667,4.0,4.0
36636,3.5,2.33333333333333,4.0,4.0
20301,4.0,2.66666666666667,4.25,4.0
75901,4.0,2.5,5.0,4.0
82766,4.0,3.5,4.0,3.5
5924,4.0,2.33333333333333,4.0,4.0
83623,3.5,2.16666666666667,4.0,4.0
12351,2.75,2.66666666666667,4.5,3.5
9795,4.75,2.16666666666667,4.5,4.0
4824,3.5,3.0,4.0,4.0
77543,4.25,2.0,4.5,2.5
9252,4.25,3.16666666666667,4.0,2.0
33134,3.75,2.83333333333333,4.75,4.0
39025,4.0,2.33333333333333,3.75,4.0
37786,3.75,2.16666666666667,3.5,4.0
20926,3.5,2.33333333333333,4.0,4.0
2276,5.0,1.5,4.25,4.0
37757,4.5,2.16666666666667,3.5,4.0
24977,5.0,1.83333333333333,3.75,4.0
73950,5.0,1.66666666666667,4.75,5.0
78484,5.0,2.0,5.0,5.0
1386,3.75,2.66666666666667,3.75,3.5
8103,4.5,2.66666666666667,3.5,4.0
41643,3.75,3.16666666666667,4.0,3.0
79649,4.75,3.0,4.5,4.0
15056,3.5,2.66666666666667,4.0,4.0
3806,5.0,1.5,4.0,4.0
98758,5.0,2.0,4.0,4.0
86963,5.0,1.66666666666667,4.0,4.0
39470,5.0,1.0,5.0,5.0
60134,4.0,2.16666666666667,4.0,3.0
80665,4.5,1.83333333333333,4.25,4.0
49508,4.25,2.16666666666667,4.25,3.5
1041,5.0,1.0,4.0,3.5
72204,3.5,2.33333333333333,3.75,2.0
42864,2.5,2.83333333333333,2.75,2.5
37637,5.0,2.0,3.75,4.0
62667,3.75,2.66666666666667,4.0,4.0
30116,4.75,2.33333333333333,3.75,4.0
76454,4.0,2.83333333333333,3.0,2.0
73914,4.25,2.5,4.0,4.0
62406,4.5,1.83333333333333,4.5,3.5
77188,4.75,2.66666666666667,3.75,4.0
33717,3.25,3.33333333333333,4.25,3.0
66401,4.25,3.5,3.25,2.0
19307,4.0,2.16666666666667,4.0,4.0
76188,3.75,2.16666666666667,3.5,4.0
87557,5.0,1.83333333333333,4.0,4.0
95560,5.0,2.0,4.75,4.0
51243,4.0,2.5,4.0,4.0
98808,3.5,2.83333333333333,3.5,3.5
88515,3.25,3.83333333333333,3.0,3.0
988,1.75,2.5,4.0,1.5
37765,3.75,2.16666666666667,4.5,4.0
70508,5.0,2.33333333333333,3.75,4.0
77309,4.75,2.33333333333333,3.5,4.0
35647,4.75,2.16666666666667,4.5,4.0
57893,3.5,2.83333333333333,3.75,3.5
42052,4.5,2.0,4.5,4.0
90116,5.0,1.5,4.5,5.0
62362,4.75,3.16666666666667,4.75,4.0
94312,3.0,1.0,4.0,4.5
19294,4.0,3.16666666666667,4.75,4.0
82965,5.0,2.16666666666667,3.75,4.0
65359,4.0,2.66666666666667,4.5,3.5
7928,3.0,2.5,2.75,2.5
89396,4.75,2.66666666666667,4.25,5.0
14352,4.75,2.83333333333333,4.0,4.0
57410,4.0,2.16666666666667,4.25,3.0
98071,5.0,1.16666666666667,5.0,5.0
57918,3.5,3.5,3.75,3.5
92563,3.75,2.83333333333333,4.0,3.0
98977,5.0,2.0,5.0,5.0
87327,4.5,2.16666666666667,4.5,4.0
95723,5.0,2.33333333333333,5.0,4.0
45552,4.0,2.5,4.0,4.0
56774,4.75,1.5,4.0,5.0
75071,3.5,3.33333333333333,4.0,4.0
46253,4.0,2.0,5.0,4.0
19860,3.0,3.33333333333333,3.0,3.0
64313,3.0,3.0,3.0,3.0
74467,4.0,2.0,3.0,4.0
41278,3.0,3.0,3.0,3.0
24253,4.75,1.83333333333333,4.0,4.0
98557,4.25,2.5,3.75,3.5
87082,2.5,3.16666666666667,2.25,3.0
23310,3.0,1.33333333333333,3.0,3.5
48900,4.0,1.83333333333333,4.5,4.0
45987,4.5,2.5,2.75,3.5
62091,5.0,1.5,2.75,4.0
1505,3.75,2.0,3.0,4.0
72079,3.75,2.33333333333333,3.0,3.5
99070,4.0,2.5,4.0,2.5
96048,3.25,2.66666666666667,3.0,3.0
61814,5.0,2.0,3.5,4.0
3509,4.0,2.0,4.0,4.0
36797,4.0,2.16666666666667,3.5,2.5
9285,5.0,2.0,5.0,4.0
99553,5.0,2.0,4.0,3.5
767,4.25,1.83333333333333,4.0,4.0
82671,5.0,3.33333333333333,3.5,3.0
6330,4.25,2.16666666666667,3.0,3.5
69382,4.25,2.66666666666667,3.0,2.0
84583,4.25,2.0,2.25,2.0
61680,3.75,2.5,3.25,3.0
32306,3.75,2.16666666666667,2.5,2.0
61557,5.0,1.66666666666667,2.75,1.0
6146,5.0,1.16666666666667,5.0,4.0
78630,5.0,1.33333333333333,4.5,4.0
90890,4.5,1.83333333333333,4.0,4.0
30603,4.75,2.33333333333333,5.0,4.0
21552,5.0,1.66666666666667,4.25,4.0
14543,4.5,1.83333333333333,3.25,3.0
46298,4.25,1.33333333333333,5.0,4.0
42813,4.25,1.5,3.25,3.0
80804,3.5,2.33333333333333,3.75,3.0
40138,4.5,1.5,4.0,3.5
77315,5.0,1.83333333333333,5.0,4.5
25697,4.25,2.66666666666667,4.0,4.0
58627,3.5,2.66666666666667,4.0,3.0
3157,5.0,1.5,4.5,4.5
21560,4.5,2.16666666666667,3.75,3.0
42251,3.25,2.33333333333333,4.25,3.5
30430,4.5,2.33333333333333,3.75,4.0
54867,4.0,3.33333333333333,4.75,3.0
88646,4.0,3.0,4.0,2.5
97548,4.75,2.16666666666667,3.5,4.0
5254,5.0,2.16666666666667,5.0,2.5
15889,2.5,2.0,2.25,2.5
71834,5.0,2.66666666666667,4.25,4.0
61128,4.75,2.66666666666667,4.75,4.0
60056,5.0,1.83333333333333,4.0,3.0
93826,4.5,2.66666666666667,3.25,4.0
41775,4.75,2.33333333333333,4.0,4.0
55086,4.5,1.83333333333333,3.0,2.0
7665,4.25,2.0,4.25,4.0
43520,5.0,1.66666666666667,4.75,4.0
70399,4.0,2.16666666666667,5.0,4.0
31414,4.75,2.33333333333333,3.75,3.5
91197,4.75,1.83333333333333,4.0,3.0
25433,4.75,2.0,3.0,4.0
91000,4.75,2.16666666666667,3.75,4.0
10401,5.0,1.5,4.75,4.0
35512,5.0,2.83333333333333,4.75,3.5
54550,5.0,1.33333333333333,3.75,4.0
19494,5.0,2.16666666666667,4.0,4.0
26852,5.0,1.33333333333333,3.75,4.0
86907,4.75,2.16666666666667,3.5,3.0
78774,4.25,2.66666666666667,4.0,4.0
30865,4.25,1.83333333333333,3.75,4.0
49224,4.75,1.66666666666667,4.0,4.0
20693,5.0,1.33333333333333,5.0,5.0
37072,5.0,1.0,3.75,5.0
59469,4.0,2.66666666666667,4.0,4.0
30377,5.0,3.5,1.5,2.0
94111,3.75,2.16666666666667,1.75,2.5
28007,3.75,3.5,3.5,2.5
60872,4.75,1.33333333333333,3.0,3.5
40465,5.0,2.33333333333333,4.75,5.0
21599,4.75,4.0,4.5,5.0
48372,4.0,2.33333333333333,4.0,4.0
1194,3.25,3.5,3.5,3.0
41970,4.75,3.0,3.25,2.0
75358,4.75,2.83333333333333,4.25,4.0
99004,4.0,1.83333333333333,4.0,3.0
65037,3.75,3.0,3.75,4.0
51622,4.75,3.66666666666667,3.25,3.0
7632,4.0,2.83333333333333,3.0,3.0
61142,5.0,1.33333333333333,5.0,5.0
32467,5.0,1.66666666666667,4.75,5.0
32573,5.0,1.5,3.75,2.0
56798,5.0,2.5,4.25,4.0
59662,4.75,2.5,5.0,4.0
68525,4.75,2.5,4.25,4.0
76237,4.0,2.66666666666667,4.0,4.0
76936,5.0,1.83333333333333,5.0,5.0
73086,5.0,2.0,4.75,4.0
86937,4.5,1.83333333333333,4.5,4.0
44231,5.0,1.5,5.0,5.0
92076,4.25,2.33333333333333,5.0,4.0
71467,5.0,1.66666666666667,5.0,5.0
26168,5.0,1.5,5.0,4.5
8942,4.5,1.66666666666667,4.0,3.5
66904,5.0,1.33333333333333,4.5,5.0
